epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cdc_hospitalized,cdc_flu_hosp,Stage_One_Doses,Stage_Two_Doses,covidnet,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,positiveIncr_cumulative,positiveIncr,cdc_negativeIncr,cdc_positiveIncr,cdc_total_resultsIncr,symptom:Fever,symptom:Low-grade fever,symptom:Cough,symptom:Sore throat,symptom:Headache,symptom:Fatigue,symptom:Vomiting,symptom:Diarrhea,symptom:Shortness of breath,symptom:Chest pain,symptom:Dizziness,symptom:Confusion,symptom:Generalized tonic–clonic seizure,symptom:Weakness,ili
202010,PA,42,8.857142857,5.285714286,22.42857143,3.714285714,1.857142857,-0.428571429,,,,,,2786,0,0,0,2,2,82,11,93,5.308571429,0.268571429,9.031428571,2.905714286,4.242857143,4.638571429,3.132857143,4.352857143,0.867142857,1.364285714,1.564285714,0.334285714,0.197142857,0.424285714,3.9543
202011,PA,42,5.571428571,12.42857143,55.57142857,-2.285714286,-1.571428571,0.857142857,,,,,,2833,0,0,0,47,45,677,109,790,8.935714286,0.481428571,12.47714286,3.247142857,3.851428571,4.575714286,2.898571429,4.484285714,1.3,1.448571429,1.381428571,0.301428571,0.171428571,0.418571429,5.06618
202012,PA,42,-28.14285714,1.857142857,19.28571429,-33.85714286,-29.14285714,12.28571429,,,,,,2601.333333,0,2,2,399,352,8742,882,9639,14.99571429,0.781428571,12.48,3.877142857,4.115714286,3.685714286,2.405714286,4.294285714,1.797142857,1.788571429,1.205714286,0.194285714,0.135714286,0.355714286,6.57262
202013,PA,42,-48.42857143,-22.28571429,-1.142857143,-52.42857143,-46.57142857,19.28571429,,,,,,2717.333333,0,34,32,2845,2446,31817,4443,36291,10.37714286,0.674285714,8.961428571,2.702857143,4.365714286,3.678571429,2.205714286,3.895714286,1.742857143,1.921428571,1.302857143,0.204285714,0.144285714,0.347142857,4.89976
202014,PA,42,-46.71428571,-20.85714286,-3.571428571,-52.42857143,-48.28571429,19.57142857,,,,,,2933,108.6666667,142,108,10192,7347,46671,12230,58965,8.145714286,0.527142857,6.965714286,2.16,4.392857143,3.864285714,2.105714286,3.6,1.507142857,1.814285714,1.362857143,0.208571429,0.14,0.377142857,3.66743
202015,PA,42,-46.14285714,-18.85714286,13.42857143,-53.85714286,-50.85714286,20,,,,,,3239.333333,437.3333333,517,375,22038,11846,46446,16438,62977,6.327142857,0.431428571,5.541428571,1.82,4.201428571,3.652857143,2.045714286,3.375714286,1.284285714,1.642857143,1.357142857,0.232857143,0.147142857,0.34,2.73024
202016,PA,42,-48.85714286,-23.57142857,-8.142857143,-54.14285714,-49.14285714,19.71428571,,,,,,3437.333333,685.3333333,1081,564,31671,9633,32062,11993,44141,5.08,0.312857143,4.207142857,1.392857143,3.995714286,3.645714286,2.015714286,3.215714286,1.007142857,1.457142857,1.394285714,0.257142857,0.151428571,0.33,2.03685
202017,PA,42,-43.42857143,-19.28571429,18.28571429,-51.71428571,-46.71428571,18.85714286,,,,,,3464.666667,732.6666667,1845,764,41460,9789,39303,11064,50511,4.598571429,0.271428571,3.827142857,1.251428571,3.968571429,3.814285714,2.05,3.254285714,0.951428571,1.431428571,1.347142857,0.252857143,0.161428571,0.341428571,1.52523
202018,PA,42,-39.28571429,-15.14285714,16.57142857,-48.57142857,-45.28571429,17,,,,,,3249,566.6666667,2753,908,50995,9535,44039,10388,54711,4.29,0.222857143,3.401428571,1.144285714,3.941428571,3.852857143,2.04,3.232857143,0.881428571,1.422857143,1.377142857,0.24,0.154285714,0.368571429,1.21806
202019,PA,42,-34.42857143,-8.142857143,23.28571429,-45.57142857,-42,16.28571429,,,,,,3156.666667,508.6666667,3809,1056,58462,7467,50668,8862,59871,5.702857143,0.195714286,3.154285714,1.072857143,3.742857143,3.855714286,1.992857143,3.162857143,0.781428571,1.298571429,1.34,0.234285714,0.152857143,0.344285714,0.94123
202020,PA,42,-32.28571429,-8.285714286,55.85714286,-42.42857143,-39.42857143,14.42857143,,,,,,3044.666667,438,4505,696,65044,6582,60330,7681,68208,5.635714286,0.205714286,3.011428571,1.051428571,3.822857143,3.847142857,2.022857143,3.191428571,0.755714286,1.27,1.39,0.214285714,0.148571429,0.348571429,0.986198
202021,PA,42,-28,-5.571428571,59.28571429,-44.14285714,-38,13.85714286,,,,,,2806.666667,232,5140,635,70559,5515,71107,6931,78159,3.824285714,0.171428571,2.772857143,1.027142857,3.661428571,3.878571429,2.011428571,3.237142857,0.734285714,1.222857143,1.362857143,0.222857143,0.162857143,0.358571429,0.800918
202022,PA,42,-27.57142857,-5.714285714,93.28571429,-43.14285714,-39.57142857,13,,,,,,2672.666667,116,5554,414,75115,4556,78000,6352,84458,3.217142857,0.165714286,2.451428571,0.97,3.548571429,3.722857143,2.025714286,3.252857143,0.747142857,1.228571429,1.392857143,0.221428571,0.151428571,0.354285714,0.602603
202023,PA,42,-22.42857143,-3.571428571,79.28571429,-37.57142857,-32.28571429,11,,,,,,2638.333333,90.66666667,5940,386,78885,3770,92608,5725,98474,2.961428571,0.151428571,2.318571429,0.928571429,3.42,3.571428571,1.95,3.141428571,0.692857143,1.201428571,1.315714286,0.228571429,0.152857143,0.341428571,0.55719
202024,PA,42,-16.57142857,-0.857142857,109.2857143,-30.42857143,-30.28571429,9,,,,,,2504,0.666666667,6221,281,82222,3337,103497,5081,108716,3.058571429,0.161428571,2.324285714,0.974285714,3.55,3.978571429,2.121428571,3.458571429,0.675714286,1.201428571,1.457142857,0.23,0.158571429,0.371428571,0.533628
202025,PA,42,-14,-0.285714286,110.1428571,-28.57142857,-29.85714286,8.428571429,,,,,,2563.333333,40,6427,206,85020,2798,114971,4616,119718,3.081428571,0.174285714,2.441428571,1.001428571,3.644285714,4.172857143,2.222857143,3.601428571,0.66,1.22,1.508571429,0.232857143,0.164285714,0.398571429,0.521515
202026,PA,42,-13.28571429,-1.142857143,104,-26.28571429,-29.85714286,7.857142857,,,,,,2512.333333,6.666666667,6612,185,88822,3802,126606,5174,131920,3.487142857,0.21,3.32,1.097142857,3.818571429,4.334285714,2.288571429,3.941428571,0.74,1.285714286,1.59,0.242857143,0.17,0.401428571,0.650535
202027,PA,42,-9.714285714,3.714285714,134,-26.71428571,-34.85714286,7.714285714,0,,,,,2548.666667,34,6756,144,93365,4543,134003,6312,140434,3.857142857,0.26,2.882857143,1.191428571,3.892857143,4.197142857,2.311428571,4.078571429,0.741428571,1.328571429,1.584285714,0.237142857,0.155714286,0.398571429,0.619916
202028,PA,42,-12.71428571,-2.428571429,94.28571429,-27.42857143,-31.71428571,8.285714286,0,,,,,2635,108,6902,146,98634,5269,149780,6805,156687,4.118571429,0.27,2.911428571,1.301428571,3.925714286,4.357142857,2.36,4.035714286,0.788571429,1.368571429,1.677142857,0.242857143,0.17,0.404285714,0.649959
202029,PA,42,-10.57142857,0.428571429,122.8571429,-26.42857143,-30,7.142857143,178,,,,,2523.333333,28.66666667,7024,122,104257,5623,158645,7479,166234,4.264285714,0.261428571,2.952857143,1.372857143,4.06,4.371428571,2.32,3.911428571,0.8,1.347142857,1.632857143,0.228571429,0.167142857,0.418571429,0.751893
202030,PA,42,-12.14285714,-1.428571429,103.4285714,-28.57142857,-30.57142857,7.714285714,467,,,,,2503.333333,6.666666667,7129,105,110771,6514,171363,8431,179912,4.001428571,0.241428571,2.967142857,1.38,4.024285714,4.287142857,2.344285714,3.957142857,0.747142857,1.325714286,1.631428571,0.231428571,0.164285714,0.421428571,0.643167
202031,PA,42,-10,-0.428571429,115.7142857,-27.28571429,-30.71428571,7.428571429,778,,,,,2610.666667,94.66666667,7221,92,117045,6274,168445,7839,176480,3.935714286,0.232857143,3.038571429,1.438571429,4.075714286,4.268571429,2.33,4.08,0.732857143,1.337142857,1.614285714,0.238571429,0.162857143,0.421428571,0.806248
202032,PA,42,-10.71428571,-1.857142857,104,-28,-31.57142857,7.428571429,731,,,,,2494.333333,16.66666667,7315,94,122238,5193,176382,7218,183733,3.72,0.222857143,3.02,1.377142857,4.012857143,4.248571429,2.261428571,4.014285714,0.702857143,1.348571429,1.592857143,0.254285714,0.167142857,0.41,0.673072
202033,PA,42,-10.42857143,-1.571428571,117.1428571,-26.71428571,-30.85714286,6.714285714,497,,,,,2619.333333,103.3333333,7456,141,128062,5824,184113,7370,191650,3.585714286,0.214285714,3.13,1.39,4.06,4.341428571,2.322857143,3.942857143,0.691428571,1.287142857,1.615714286,0.248571429,0.165714286,0.407142857,0.739845
202034,PA,42,-10,-2.428571429,117.4285714,-26.42857143,-30.28571429,6.571428571,455,,,,,2601.333333,79.33333333,7562,106,132763,4701,173991,5959,180117,3.492857143,0.198571429,2.982857143,1.351428571,4.01,4.224285714,2.254285714,3.828571429,0.678571429,1.275714286,1.568571429,0.242857143,0.178571429,0.44,0.67521
202035,PA,42,-11.57142857,-3.857142857,86.28571429,-27.57142857,-29.57142857,7,559,,,,,2554.666667,31.33333333,7661,99,137211,4448,179767,6135,186046,3.355714286,0.194285714,2.89,1.29,3.877142857,4.15,2.224285714,3.748571429,0.67,1.22,1.565714286,0.235714286,0.161428571,0.394285714,0.715812
202036,PA,42,-9.714285714,-1,104.8571429,-24.85714286,-29.42857143,6,459,,,,,2575.333333,28.66666667,7752,91,143124,5913,175120,7557,182829,3.294285714,0.19,2.875714286,1.264285714,3.852857143,4.285714286,2.208571429,3.714285714,0.691428571,1.3,1.541428571,0.268571429,0.162857143,0.417142857,0.637379
202037,PA,42,-12.57142857,-4,121.1428571,-29.28571429,-34.28571429,6.857142857,438,,,,,2586,26,7831,79,148442,5318,167622,6675,174493,3.374285714,0.192857143,3.011428571,1.287142857,3.835714286,4.374285714,2.215714286,3.708571429,0.68,1.264285714,1.534285714,0.264285714,0.167142857,0.41,0.799972
202038,PA,42,-10.28571429,-3.142857143,100.2857143,-27.14285714,-26.71428571,5.857142857,376,,,,,2586.666667,6,7945,114,154310,5868,203600,7032,210869,3.334285714,0.185714286,3.135714286,1.324285714,3.757142857,4.278571429,2.124285714,3.574285714,0.701428571,1.225714286,1.45,0.287142857,0.167142857,0.405714286,0.648835
202039,PA,42,-10.85714286,-3.428571429,87.42857143,-28.57142857,-26,6,406,,,,,2646.666667,33.33333333,8088,143,160067,5757,207955,7187,215383,3.441428571,0.207142857,3.484285714,1.401428571,3.775714286,4.305714286,2.121428571,3.495714286,0.71,1.224285714,1.455714286,0.271428571,0.162857143,0.407142857,0.762203
202040,PA,42,-11.28571429,-2.428571429,71.42857143,-28.85714286,-25,6.142857143,495,,,,,2639.333333,28.66666667,8185,97,167322,7255,210106,8467,218807,3.425714286,0.247142857,3.504285714,1.412857143,3.878571429,4.448571429,2.294285714,3.507142857,0.721428571,1.757142857,1.471428571,0.311428571,0.168571429,0.415714286,0.821621
202041,PA,42,-12,-2.142857143,83.85714286,-27.85714286,-25.28571429,6,640,,,,,2719.333333,75.33333333,8326,141,175886,8564,238223,10025,248426,3.818571429,0.255714286,3.872857143,1.502857143,3.917142857,4.472857143,2.228571429,3.522857143,0.802857143,1.36,1.474285714,0.271428571,0.171428571,0.43,0.963748
202042,PA,42,-13.57142857,-3.857142857,63.14285714,-29.14285714,-25.85714286,7,685,0,,,,2617.666667,5.333333333,8447,121,185878,9992,238989,11400,250602,3.344285714,0.207142857,3.607142857,1.387142857,3.875714286,4.275714286,2.225714286,3.488571429,0.728571429,1.268571429,1.485714286,0.265714286,0.178571429,0.408571429,0.861232
202043,PA,42,-13.71428571,-3.857142857,67.85714286,-27.14285714,-24.42857143,6.714285714,1054,5,,,,2708,54,8637,190,197848,11970,246293,13983,260547,3.447142857,0.224285714,3.675714286,1.402857143,3.985714286,4.431428571,2.214285714,3.517142857,0.737142857,1.277142857,1.537142857,0.258571429,0.182857143,0.422857143,0.987143
202044,PA,42,-15.71428571,-5.142857143,24.14285714,-31.42857143,-25,8,1178,9,,,,2692,40,8798,161,213451,15603,268526,18150,286971,3.364285714,0.204285714,3.734285714,1.417142857,3.827142857,4.148571429,2.2,3.351428571,0.712857143,1.27,1.442857143,0.287142857,0.177142857,0.39,1.0083
202045,PA,42,-14.42857143,-6,38.71428571,-31.14285714,-25.14285714,7.857142857,1724,18,,,,2878.666667,185.3333333,8999,201,233722,20271,297215,24630,322274,3.408571429,0.234285714,3.741428571,1.467142857,3.79,3.872857143,2.07,3.102857143,0.671428571,1.192857143,1.36,0.305714286,0.171428571,0.372857143,1.10289
202046,PA,42,-15.42857143,-5.857142857,33.28571429,-33,-25.42857143,8.285714286,2371,2,,,,2979.333333,254,9255,256,266381,32659,328902,39734,369151,3.855714286,0.275714286,4.154285714,1.522857143,4.05,4.377142857,2.204285714,3.431428571,0.757142857,1.338571429,1.515714286,0.278571429,0.182857143,0.422857143,1.39202
202047,PA,42,-18.42857143,-5.857142857,7.142857143,-34.85714286,-25.85714286,9.285714286,3300,5,,,,3139.666667,414.6666667,9787,532,309932,43551,392076,49736,442467,4.254285714,0.304285714,4.492857143,1.598571429,4.057142857,4.275714286,2.177142857,3.404285714,0.78,1.347142857,1.478571429,0.254285714,0.178571429,0.418571429,1.44399
202048,PA,42,-24,-7.428571429,11.57142857,-40.14285714,-39.28571429,12.28571429,4044,3,,,,3362.666667,625.6666667,10253,466,359148,49216,375063,54414,430150,4.04,0.288571429,4.315714286,1.528571429,3.995714286,4.035714286,2.187142857,3.338571429,0.764285714,1.391428571,1.458571429,0.225714286,0.16,0.378571429,1.80934
202049,PA,42,-20.85714286,-9.428571429,1.714285714,-37.85714286,-29.57142857,11.14285714,4987,16,,,,3515,749.3333333,11210,957,419661,60513,395852,70818,467642,4.152857143,0.3,4.455714286,1.507142857,4.228571429,4.304285714,2.228571429,3.431428571,0.808571429,1.425714286,1.544285714,0.252857143,0.174285714,0.42,1.75474
202050,PA,42,-19.85714286,-6.571428571,4.428571429,-39.14285714,-28.28571429,10.57142857,5251,11,,,,3873.333333,1047.333333,12389,1179,489851,70190,428531,78841,508309,4.108571429,0.298571429,4.301428571,1.418571429,4.122857143,4.221428571,2.215714286,3.414285714,0.795714286,1.41,1.497142857,0.245714286,0.184285714,0.414285714,1.61543
202051,PA,42,-28.85714286,-7.857142857,-16.42857143,-42.57142857,-34.42857143,14.14285714,5119,9,0,0,,3951.333333,1075.333333,13790,1401,557260,67409,386169,66739,453909,3.555714286,0.251428571,3.985714286,1.32,3.881428571,3.844285714,2.087142857,3.191428571,0.731428571,1.392857143,1.398571429,0.224285714,0.158571429,0.371428571,1.28202
202052,PA,42,-26.57142857,-3.857142857,-22.14285714,-44.28571429,-43.28571429,14.28571429,4641,19,0,0,,3962.333333,1049.333333,14926,1136,612851,55591,344083,54279,399154,3.32,0.231428571,3.76,1.321428571,3.801428571,3.732857143,2.168571429,3.24,0.708571429,1.387142857,1.431428571,0.205714286,0.138571429,0.341428571,1.25709
202053,PA,42,-27.28571429,-9.142857143,-8.714285714,-44.85714286,-44.71428571,15.14285714,4389,20,0,0,,3922.666667,987.3333333,16273,1347,664966,52115,316487,49648,366937,3.504285714,0.245714286,4.047142857,1.404285714,4.385714286,4.21,2.46,3.515714286,0.748571429,1.545714286,1.988571429,0.215714286,0.151428571,0.378571429,1.13428
202101,PA,42,-25.42857143,-11.85714286,-21.42857143,-39.71428571,-29.28571429,12,4275,26,0,0,,3584.333333,698,17710,1437,721820,56854,378634,57025,436544,3.518571429,0.241428571,3.757142857,1.29,4.301428571,4.457142857,2.255714286,3.528571429,0.752857143,1.478571429,1.56,0.242857143,0.16,0.407142857,1.08046
202102,PA,42,-25.28571429,-12.71428571,-8.857142857,-40.57142857,-28,11,3922,23,0,0,,3517,615.3333333,19223,1513,770347,48527,380659,44258,425737,3.367142857,0.222857143,3.575714286,1.222857143,4.191428571,4.444285714,2.242857143,3.484285714,0.75,1.528571429,1.544285714,0.238571429,0.168571429,0.414285714,0.786377
202103,PA,42,-26.42857143,-14.85714286,-16.57142857,-43,-29.42857143,11.28571429,3372,19,0,0,,3500,579.3333333,20527,1304,808464,38117,357922,34927,393504,3.204285714,0.195714286,3.428571429,1.221428571,4.217142857,4.35,2.218571429,3.48,0.744285714,1.475714286,1.574285714,0.251428571,0.167142857,0.405714286,0.766336
202104,PA,42,-26.71428571,-13.85714286,-24.71428571,-43.14285714,-27.42857143,11.14285714,3022,16,0,0,,3302.333333,405.3333333,21598,1071,847677,39213,336889,30216,367583,3.3,0.194285714,3.454285714,1.222857143,4.15,4.365714286,2.244285714,3.53,0.725714286,1.378571429,1.572857143,0.254285714,0.168571429,0.401428571,0.684534
202105,PA,42,-34,-18,-33.42857143,-45.71428571,-34.85714286,14.42857143,2497,21,0,0,,3171,270,22396,798,874445,26768,276852,22453,299705,3.06,0.181428571,3.281428571,1.197142857,4.144285714,4.222857143,2.211428571,3.452857143,0.754285714,1.435714286,1.54,0.245714286,0.177142857,0.4,0.696399
202106,PA,42,-26.42857143,-12.42857143,-33.57142857,-42.28571429,-28.28571429,11.28571429,2204,23,0,0,,3054,162,23070,674,900165,25720,301696,20188,322268,3.08,0.177142857,3.195714286,1.225714286,4.172857143,4.314285714,2.252857143,3.478571429,0.757142857,1.415714286,1.587142857,0.257142857,0.187142857,0.411428571,0.611252
202107,PA,42,-28.57142857,-15.57142857,-33.57142857,-44.14285714,-32,13.42857143,1793,9,1602735,0,,2972.333333,92.66666667,23565,495,919364,19199,250256,16060,266536,3.028571429,0.161428571,3.194285714,1.235714286,4.207142857,4.408571429,2.284285714,3.471428571,0.734285714,1.421428571,1.592857143,0.25,0.184285714,0.452857143,0.573083
202108,PA,42,-20.28571429,-10,-16.71428571,-37,-25.28571429,9.571428571,1727,12,1804661,0,,2782.666667,0,23922,357,937812,18448,294567,16380,311302,3.028571429,0.16,3.201428571,1.224285714,4.301428571,4.665714286,2.334285714,3.592857143,0.75,1.398571429,1.625714286,0.262857143,0.194285714,0.437142857,0.588268
202109,PA,42,-17.42857143,-8.428571429,-16.42857143,-35.71428571,-24.85714286,9.142857143,1464,6,2174827,988065,,2682.333333,0,24327,405,955354,17542,283006,14920,298206,3.005714286,0.157142857,3.205714286,1.258571429,4.17,4.587142857,2.351428571,3.61,0.735714286,1.345714286,1.608571429,0.261428571,0.195714286,0.43,0.648134
202110,PA,42,-12.71428571,-5,34.42857143,-31.42857143,-24.42857143,7.714285714,1495,11,2548224,1211482,,2633,0,24526,199,972895,17541,272497,15819,288625,3.054285714,0.175714286,3.291428571,1.31,4.025714286,4.541428571,2.308571429,3.602857143,0.752857143,1.31,1.59,0.262857143,0.188571429,0.437142857,0.642576
202111,PA,42,-10.14285714,-4.285714286,11.57142857,-30.85714286,-24.57142857,7.714285714,1644,17,3104875,1587925,,2768,0,24802,276,993559,20664,245043,16431,261737,3.15,0.184285714,3.38,1.324285714,3.852857143,4.491428571,2.36,3.665714286,0.718571429,1.28,1.562857143,0.247142857,0.18,0.424285714,0.617759
202112,PA,42,-7.857142857,-3,54.85714286,-28.14285714,-24.14285714,6.714285714,1843,9,3739501,1899063,,2647,0,24972,216,1019010,25451,277111,23806,301376,3.251428571,0.204285714,3.488571429,1.341428571,3.93,4.51,2.37,3.707142857,0.765714286,1.272857143,1.588571429,0.267142857,0.191428571,0.438571429,0.705017
202113,PA,42,-6.285714286,2.142857143,18.85714286,-30.14285714,-28.85714286,7.857142857,2175,11,4283487,2255292,,2572.333333,0,25180,208,1049425,30415,282011,27507,309957,3.245714286,0.205714286,3.6,1.348571429,3.968571429,4.422857143,2.398571429,3.735714286,0.741428571,1.281428571,1.585714286,0.241428571,0.184285714,0.408571429,0.899675
202114,PA,42,-10.42857143,-3.571428571,77.71428571,-26.14285714,-27.14285714,6.285714286,2457,17,4607194,2512316,,2709.333333,0,25405,225,1079663,30238,302126,28668,331265,3.471428571,0.241428571,3.631428571,1.372857143,4.041428571,4.597142857,2.477142857,3.71,0.767142857,1.28,1.597142857,0.264285714,0.191428571,0.444285714,0.771391
202115,PA,42,-9.142857143,-2.714285714,38.42857143,-28,-24.57142857,6.714285714,2552,13,5385761,3214140,,2763,55.33333333,25666,261,1114883,35220,306661,29096,336245,3.505714286,0.22,3.665714286,1.357142857,4.15,4.635714286,2.554285714,3.871428571,0.792857143,1.384285714,1.674285714,0.261428571,0.198571429,0.458571429,0.858892
202116,PA,42,-7.714285714,-0.857142857,66,-25.42857143,-24.28571429,6.285714286,2534,10,5912750,3684394,,2706,46.66666667,25982,316,1142516,27633,299770,24396,324650,3.478571429,0.224285714,3.758571429,1.43,4.215714286,4.697142857,2.527142857,3.851428571,0.788571429,1.33,1.665714286,0.257142857,0.187142857,0.455714286,0.765988
202117,PA,42,-6.571428571,1.142857143,70.71428571,-24.42857143,-24,5.857142857,1913,9,6326613,4092041,,2618.666667,0,26239,257,1165926,23410,284148,20501,305059,3.411428571,0.225714286,3.818571429,1.457142857,4.092857143,4.612857143,2.482857143,3.794285714,0.772857143,1.275714286,1.632857143,0.251428571,0.188571429,0.437142857,0.8263
202118,PA,42,-4.571428571,4.428571429,61.71428571,-24.28571429,-23.85714286,5.428571429,1739,18,6647012,4507142,,2671.666667,39.33333333,26501,262,1184331,18405,253414,15151,268955,3.26,0.19,3.714285714,1.448571429,3.957142857,4.418571429,2.5,3.805714286,0.735714286,1.237142857,1.592857143,0.242857143,0.174285714,0.427142857,0.822883
202119,PA,42,-4.714285714,4.571428571,79.85714286,-22.14285714,-24.71428571,4.714285714,1343,9,6896760,4889879,,2664.666667,43.33333333,26727,226,1197458,13127,228184,11501,239982,3.224285714,0.184285714,3.917142857,1.557142857,3.931428571,4.424285714,2.518571429,3.807142857,0.7,1.231428571,1.591428571,0.224285714,0.17,0.43,0.710201
202120,PA,42,-3,5.857142857,110,-20.85714286,-23.57142857,4.428571429,1132,14,7185382,5234840,,2668.333333,54,26995,268,1207439,9981,191875,7958,200040,3.081428571,0.175714286,3.944285714,1.544285714,3.768571429,4.348571429,2.438571429,3.792857143,0.702857143,1.155714286,1.578571429,0.221428571,0.168571429,0.414285714,0.694197
202121,PA,42,-4.285714286,5.142857143,72.42857143,-23.14285714,-24,5.142857143,1022,26,7403072,5501721,,2504.666667,0,27203,208,1214320,6881,155643,5269,161065,2.904285714,0.137142857,3.83,1.495714286,3.751428571,4.264285714,2.465714286,3.9,0.692857143,1.195714286,1.632857143,0.235714286,0.175714286,0.408571429,0.65953
202122,PA,42,-4.285714286,5.285714286,101.5714286,-23.71428571,-29.42857143,5.857142857,684,11,7571498,5711891,,2613.666667,37.33333333,27343,140,1218672,4352,141144,3513,144799,2.898571429,0.134285714,3.85,1.552857143,3.84,4.255714286,2.645714286,3.981428571,0.675714286,1.268571429,1.645714286,0.217142857,0.17,0.411428571,0.628318
202123,PA,42,-1.714285714,6.428571429,100.2857143,-19.42857143,-23.71428571,4.571428571,538,22,7722526,5899476,,2424.333333,0,27465,122,1221847,3175,137833,2256,140172,2.854285714,0.141428571,3.902857143,1.565714286,3.882857143,4.248571429,2.571428571,4.207142857,0.694285714,1.332857143,1.688571429,0.215714286,0.162857143,0.401428571,0.620761
202124,PA,42,-1.571428571,6.857142857,113.5714286,-18.57142857,-26.14285714,3.857142857,368,9,7885699,6149476,,2502.666667,0,27559,94,1223873,2026,127734,1638,129439,2.908571429,0.138571429,4.08,1.614285714,3.925714286,4.368571429,2.65,4.262857143,0.668571429,1.362857143,1.732857143,0.227142857,0.175714286,0.418571429,0.687224
202125,PA,42,-3,4.714285714,115.5714286,-18.71428571,-26.42857143,3.714285714,308,13,7978504,6274189,,2495.666667,0,27642,83,1225277,1404,116204,1349,117626,2.904285714,0.13,4.141428571,1.604285714,3.921428571,4.444285714,2.628571429,4.29,0.691428571,1.33,1.76,0.212857143,0.18,0.408571429,0.701828
202126,PA,42,-2.142857143,7.285714286,96.42857143,-18.85714286,-27.42857143,4.285714286,275,11,8062309,6385111,,2548.333333,0,27704,62,1226504,1227,105534,1158,106745,2.902857143,0.128571429,4.05,1.601428571,3.857142857,4.278571429,2.664285714,4.49,0.652857143,1.281428571,1.794285714,0.215714286,0.192857143,0.42,0.669853
202127,PA,42,-4.428571429,5.285714286,124.8571429,-20,-33,5.142857143,256,10,8128648,6461395,,2523.666667,0,27743,39,1227864,1360,86105,1118,87265,2.978571429,0.13,4.177142857,1.678571429,3.937142857,4.322857143,2.758571429,5.095714286,0.655714286,1.297142857,1.76,0.215714286,0.18,0.41,0.740297
202128,PA,42,-2,5.571428571,91,-18.28571429,-25.42857143,4.428571429,244,8,8200656,6539440,,2417.666667,0,27790,47,1230193,2329,105346,2292,107684,3.025714286,0.142857143,4.295714286,1.668571429,4.034285714,4.42,2.765714286,4.512857143,0.67,1.297142857,1.784285714,0.215714286,0.188571429,0.412857143,0.680121
202129,PA,42,-0.714285714,6.714285714,119.1428571,-17.28571429,-25.14285714,3.571428571,340,15,8281904,6613153,,2487.333333,0,27823,33,1233860,3667,116363,3666,120090,3.187142857,0.147142857,4.485714286,1.734285714,4.1,4.505714286,2.734285714,4.531428571,0.684285714,1.3,1.795714286,0.222857143,0.178571429,0.434285714,0.734911
202130,PA,42,-1.571428571,6.571428571,111,-18.42857143,-25,3.714285714,507,15,8378102,6693606,,2483.333333,0,27850,27,1240105,6245,112102,5113,117297,3.228571429,0.158571429,4.554285714,1.747142857,4.102857143,4.541428571,2.681428571,4.434285714,0.695714286,1.312857143,1.818571429,0.234285714,0.19,0.431428571,0.846338
202131,PA,42,-1.285714286,7.142857143,111,-18.14285714,-25.28571429,4.142857143,695,17,8486611,6767007,,2508,0,27900,50,1250303,10198,165363,9868,175372,3.337142857,0.171428571,4.631428571,1.768571429,4.138571429,4.55,2.645714286,4.362857143,0.707142857,1.361428571,1.794285714,0.215714286,0.188571429,0.435714286,1.02086
202132,PA,42,-2.142857143,5.857142857,92.42857143,-18.85714286,-25.85714286,4.428571429,1002,10,8596988,6838367,,2643.666667,101.6666667,27966,66,1263392,13089,192202,13039,205446,3.377142857,0.17,4.558571429,1.724285714,4.157142857,4.862857143,2.68,4.385714286,0.715714286,1.357142857,1.85,0.218571429,0.185714286,0.421428571,1.06959
202133,PA,42,-0.428571429,5.857142857,85.85714286,-18.14285714,-25.71428571,4.285714286,1235,12,8707834,6918239,,2609.333333,81.33333333,28074,108,1280883,17491,209258,15915,225370,3.408571429,0.194285714,4.468571429,1.688571429,4.084285714,4.545714286,2.622857143,4.407142857,0.711428571,1.354285714,1.762857143,0.227142857,0.18,0.43,1.04947
202134,PA,42,-1.571428571,5.571428571,73.14285714,-21,-25,4.714285714,1540,12,8822710,7004761,,2676.333333,141.3333333,28205,131,1302714,21831,235503,20054,255836,3.461428571,0.184285714,4.428571429,1.69,4.098571429,4.431428571,2.602857143,4.375714286,0.742857143,1.357142857,1.781428571,0.231428571,0.174285714,0.408571429,1.20839
202135,PA,42,-3.428571429,6.714285714,77.71428571,-19.71428571,-25.71428571,4.714285714,1626,23,8930547,7101884,,2748,207,28378,173,1327787,25073,251818,23024,275106,3.657142857,0.192857143,4.585714286,1.914285714,3.855714286,4.275714286,2.477142857,4.057142857,0.717142857,1.305714286,1.591428571,0.225714286,0.174285714,0.392857143,1.33485
202136,PA,42,-4,5.142857143,95,-23.14285714,-29.71428571,4.857142857,1816,12,9015443,7180058,,2702.333333,163.3333333,28564,186,1355650,27863,268860,25903,295053,3.914285714,0.231428571,5.37,2.242857143,3.927142857,4.297142857,2.611428571,4.104285714,0.76,1.352857143,1.611428571,0.235714286,0.162857143,0.411428571,1.72687
