epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,cdc_hospitalized,cdc_flu_hosp,Stage_One_Doses,Stage_Two_Doses,covidnet,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,positiveIncr_cumulative,positiveIncr,cdc_negativeIncr,cdc_positiveIncr,cdc_total_resultsIncr,ili
202121,NH,33,6.571428571,10.42857143,137.8571429,-9.857142857,-20.57142857,4.142857143,50,0,811145,658822,,226.6666667,0,1352,8,98699,455,23390,409,23810,0.104167
202122,NH,33,7.714285714,10,144.1428571,-11.71428571,-25.71428571,5.285714286,28,0,819606,679875,,245,0,1355,3,98877,178,17573,262,17840,0
202123,NH,33,9.428571429,12.71428571,168.7142857,-6,-18.28571429,3,23,0,829085,718757,,248.6666667,0,1360,5,99068,191,16364,228,16599,0.102564
202124,NH,33,11.71428571,15.28571429,203.2857143,-2,-20.28571429,3.142857143,21,5,835842,739161,,239,0,1367,7,99254,186,15012,168,15189,0
202125,NH,33,10.57142857,12.57142857,209.2857143,-0.428571429,-23.14285714,3.142857143,11,0,840340,750563,,235,0,1371,4,99403,149,17347,151,17506,0
202126,NH,33,11,15.57142857,172.5714286,-2.714285714,-25.42857143,4.571428571,11,0,850551,763489,,255,1.333333333,1372,1,99555,152,16903,162,17066,0.212314
202127,NH,33,10.28571429,15.14285714,232.5714286,-1.714285714,-32.42857143,5.285714286,20,0,860906,776565,,243.3333333,0,1375,3,99708,153,13324,159,13491,0
202128,NH,33,11.14285714,14.85714286,193.1428571,2.857142857,-22.71428571,3.714285714,19,0,866542,782619,,236,0,1381,6,99907,199,14301,250,14554,0.0980392
202129,NH,33,11.71428571,16.14285714,216,6.571428571,-22.42857143,3.285714286,31,0,871767,787212,,245.3333333,0,1385,4,100152,245,15080,339,15423,0.0921659
202130,NH,33,11.71428571,15.85714286,210.2857143,6.285714286,-21.71428571,3.428571429,28,0,878998,791860,,229,0,1387,2,100657,505,19636,651,20293,0
202131,NH,33,12.85714286,18.42857143,228.1428571,6.714285714,-22.28571429,3.142857143,38,1,886175,795930,,249,0,1389,2,101662,1005,20688,994,21692,0
202132,NH,33,12.28571429,17.85714286,229.5714286,7.285714286,-22.14285714,3.571428571,71,0,892051,798353,,259.6666667,4,1395,6,102901,1239,23298,1088,24399,0
202133,NH,33,12.71428571,17,203.8571429,8.142857143,-22.14285714,3.571428571,103,0,901100,803959,,253.3333333,0,1397,2,104571,1670,25125,1485,26630,0
202134,NH,33,8.857142857,11.57142857,171.7142857,-4.857142857,-22.28571429,4.285714286,155,0,908786,809260,,236.6666667,0,1415,18,106525,1954,30616,1754,32385,0
202135,NH,33,10.57142857,15.28571429,154.8571429,-10.85714286,-21.57142857,3.428571429,132,0,919052,816787,,230,0,1426,11,108713,2188,38804,1868,40709,0.0747384
202136,NH,33,7.285714286,12.85714286,169,-5.428571429,-26.71428571,4.571428571,137,0,924288,821161,,256,0.666666667,1441,15,111111,2398,38557,2183,40773,0.303721
202137,NH,33,5,12.28571429,137,-5.571428571,-19.57142857,2.571428571,109,0,932637,828048,,279.3333333,17.33333333,1457,16,114322,3211,43175,2332,46022,0.350263
202138,NH,33,4.142857143,12,133.5714286,-15.28571429,-17.14285714,3.142857143,126,1,938383,832891,,258.3333333,0,1472,15,117454,3132,45495,2567,48080,0
202139,NH,33,5.428571429,12.42857143,123.7142857,-12.28571429,-16.57142857,3,135,1,952975,836777,,231.6666667,0,1481,9,120763,3309,50667,2457,53150,0
202140,NH,33,6.142857143,14.71428571,144.1428571,-6.714285714,-17,3.285714286,115,0,970668,842004,,270.3333333,9.333333333,1497,16,124208,3445,53438,3309,56787,0
202141,NH,33,7.571428571,13.71428571,161.8571429,-8.428571429,-19.14285714,3.714285714,139,2,985579,846629,,278.3333333,17.33333333,1520,23,128047,3839,50182,3746,53961,0.339559
202142,NH,33,3.857142857,10.71428571,99.71428571,-14.57142857,-16,3.571428571,187,1,1002031,851039,,250.6666667,0,1543,23,131790,3743,54634,3337,57992,0.37234
202143,NH,33,-0.571428571,8.285714286,34,-26.14285714,-16.57142857,5.142857143,166,3,1029228,853808,,284.6666667,21.33333333,1544,1,132441,651,49411,3174,52627,0.483325
202144,NH,33,0.428571429,8,52.85714286,-29.42857143,-16.28571429,4.571428571,197,0,1061907,859959,,284,20,1597,53,139324,6883,53736,4104,57879,0.659134
202145,NH,33,0.571428571,6.857142857,42.14285714,-30,-19.28571429,5.857142857,235,2,1090960,862946,,293.3333333,29.33333333,1622,25,144626,5302,53046,5351,58429,0.583576
202146,NH,33,-1,8.142857143,25.57142857,-30.85714286,-15.71428571,5.142857143,254,0,1133552,868224,,286.3333333,22.66666667,1662,40,150813,6187,57251,6297,63604,0.381841
202147,NH,33,-6.714285714,8.142857143,13.85714286,-32.85714286,-36.14285714,9.571428571,315,3,1173089,878808,,281,20,1683,21,155711,4898,45120,6066,51236,0.530504
202148,NH,33,-2.428571429,6.428571429,5.428571429,-32.85714286,-17,6,369,0,1203485,883557,,292,30,1739,56,165574,9863,56007,8247,64307,0.927214
202149,NH,33,-3.285714286,6.714285714,-2.571428571,-41.85714286,-15.85714286,6.428571429,405,6,1233916,889338,,287,27.33333333,1781,54,174456,8882,55167,7732,63000,2.10009
202150,NH,33,2,13.14285714,9.285714286,-39.71428571,-15.42857143,5.857142857,360,11,1279540,901356,,304,40,1836,55,183056,8600,50878,7611,58564,1.31579
202151,NH,33,-3,14.85714286,0.428571429,-40.14285714,-36.42857143,9.428571429,308,5,1319787,910595,,310.3333333,46.66666667,1877,41,189987,6931,42745,6678,49500,0.542986
202152,NH,33,-3.428571429,5.428571429,19.14285714,-34.57142857,-41.28571429,11.71428571,311,8,1343838,915153,,311.3333333,38.66666667,1961,84,198667,8680,32649,8574,41303,0.856164
202201,NH,33,-17.14285714,1.285714286,-1.142857143,-42.57142857,-23.57142857,10.85714286,322,2,1363378,917641,,305.3333333,31.33333333,2019,58,214572,15905,55700,15068,71049,0.589971
202202,NH,33,-18,-0.714285714,-5.285714286,-43.14285714,-21.14285714,9.571428571,426,10,1389369,924003,,311,34.66666667,2079,60,235898,21326,55877,17526,73690,0.641026
202203,NH,33,-16.14285714,-3.285714286,10.14285714,-41.28571429,-22.42857143,9.428571429,402,5,1414164,930280,,315.3333333,40,2135,56,257795,21897,48965,13163,62412,0.659522
202204,NH,33,-20.42857143,-2.428571429,5.142857143,-44.57142857,-22.28571429,9.285714286,361,1,1430863,934043,,324.6666667,49.66666667,2205,70,272492,14697,44295,8442,52993,0.503597
202205,NH,33,-16.71428571,-4.142857143,6.428571429,-39,-19.14285714,9.142857143,262,1,1442967,938039,,287,24.66666667,2246,41,281300,8808,37744,5835,43736,0.17762
202206,NH,33,-8.285714286,3.571428571,24.14285714,-33.28571429,-14.57142857,5.857142857,221,11,1451902,942216,,308.3333333,38.33333333,2294,48,288191,6891,31941,3533,35554,0.15083
202207,NH,33,-9.571428571,1.428571429,13,-33.85714286,-14.85714286,5.857142857,144,7,1460679,946724,,268.3333333,6,2333,39,293697,5506,32400,2180,34663,0.228311
202208,NH,33,-9,-2,35,-31.28571429,-23,8.428571429,106,4,1331503,922804,,268,4.666666667,2373,40,297729,4032,25713,1290,27059,0.168067
202209,NH,33,-8.571428571,-2.285714286,11.28571429,-34,-20,5.571428571,70,3,1362281,944146,,261,2.666666667,2402,29,299213,1484,25166,992,26189,0.244101
202210,NH,33,-12.85714286,-3.428571429,10.71428571,-38.57142857,-14.71428571,5.571428571,62,17,1307721,935479,,232.6666667,0,2414,12,299999,786,20282,658,20962,0.306279
202211,NH,33,-8.428571429,-2.428571429,33.42857143,-35.42857143,-14.71428571,4.857142857,61,8,1322282,944578,,273.3333333,14.33333333,2434,20,300941,942,21683,728,22443,0.38373
202212,NH,33,-8.285714286,-2.714285714,33.42857143,-36.71428571,-14.14285714,5,35,9,1194946,925430,,291.3333333,36.33333333,2445,11,301777,836,22170,796,22989,2.58162
202213,NH,33,-8.857142857,-1.571428571,23.85714286,-36.85714286,-13.42857143,4.714285714,45,9,1226082,942965,,249.3333333,0,2452,7,302541,764,25654,887,26576,2.98329
202214,NH,33,-7,0.571428571,39.85714286,-34.28571429,-14.14285714,4.428571429,65,16,1229382,946668,,265.3333333,17.33333333,2458,6,303755,1214,24609,1254,25909,1.67046
202215,NH,33,-3.285714286,7.714285714,64.57142857,-31.42857143,-15.14285714,3.857142857,83,19,1179661,939585,,257.6666667,14.66666667,2464,6,305411,1656,23255,1699,25008,2.28097
202216,NH,33,-7.285714286,-1.285714286,72.28571429,-27.85714286,-19.14285714,3.857142857,89,32,1193359,952068,,243.3333333,1.333333333,2475,11,307528,2117,16641,1409,18091,1.22358
202217,NH,33,-3.857142857,0.714285714,63.71428571,-28.85714286,-23.42857143,4.142857143,87,30,1195633,954664,,254.3333333,14.33333333,2480,5,309982,2454,19651,2305,22002,0.834939
202218,NH,33,0.714285714,8.571428571,92.14285714,-26.42857143,-15.71428571,2.857142857,111,26,1199068,957661,,250,15,2487,7,313288,3306,19049,2564,21657,0.686499
202219,NH,33,2,8.571428571,135.1428571,-24.42857143,-16.57142857,2.142857143,140,15,1204085,961786,,259.3333333,24.33333333,2500,13,316691,3403,17377,2860,20292,0.862069
202220,NH,33,0.142857143,8,111.4285714,-22.71428571,-16.57142857,2.857142857,163,14,1206084,963660,,240,5.333333333,2515,15,320445,3754,21763,3060,24903,0.567465
202221,NH,33,3,11.14285714,151,-20.71428571,-18,2.285714286,164,10,1208870,966359,,259.3333333,26.33333333,2534,19,324373,3928,20676,2537,23277,0.437063
202222,NH,33,3.714285714,10.57142857,179.8571429,-23,-24.28571429,3.428571429,112,8,1210475,967707,,258.6666667,25.66666667,2543,9,326610,2237,15853,1521,17416,0.111483
202223,NH,33,4.142857143,12.14285714,158.2857143,-20.28571429,-15.85714286,1.857142857,107,4,1212175,969158,,281.3333333,48.33333333,2562,19,328319,1709,18072,1580,19703,0
202224,NH,33,7.857142857,15.28571429,197.5714286,-17.14285714,-17.71428571,1.714285714,114,2,1212787,969705,,275,45,2570,8,329685,1366,13973,1272,15266,0.0863558
202225,NH,33,7.428571429,12.71428571,209.4285714,-12.71428571,-22.71428571,2.714285714,100,1,1215544,972636,,267,38,2574,4,330829,1144,9592,975,10585,0.0946074
202226,NH,33,8.428571429,17.28571429,219.4285714,-13.85714286,-23.14285714,2.571428571,92,3,1218109,973801,,261.3333333,34.33333333,2586,12,332364,1535,9337,982,10339,0.129199
202227,NH,33,7.142857143,15.85714286,290,-18,-32.28571429,3.714285714,92,1,1219610,974454,,263,36,2602,16,333789,1425,10893,1188,12099,0.559441
202228,NH,33,7.285714286,14,234,-13.85714286,-21.85714286,2.571428571,102,0,1221149,975450,,265.3333333,36.33333333,2609,7,335462,1673,11215,1264,12490,0
202229,NH,33,6.857142857,14.42857143,226.7142857,-14.71428571,-22.14285714,4.857142857,130,2,1223181,976877,,274.3333333,45.33333333,2618,9,336445,983,9009,1170,10204,0.0965251
202230,NH,33,8.428571429,15,223.8571429,-16,-22.14285714,3.142857143,90,2,1224371,977816,,244,13,2627,9,338303,1858,9300,1158,10470,0.0949668
202231,NH,33,10.28571429,16,248.4285714,-16.14285714,-22,3,113,1,1226307,979163,,241.6666667,8.666666667,2634,7,339766,1463,10161,1288,11465,0.263852
202232,NH,33,9.428571429,13.85714286,229.5714286,-16.85714286,-21.85714286,3.142857143,100,1,1227994,980754,,270.6666667,36.66666667,2640,6,341139,1373,9823,1158,11000,0
202233,NH,33,10.42857143,14,230.4285714,-14.42857143,-21.28571429,5.142857143,105,0,1230037,982248,,264.3333333,31.33333333,2647,7,342465,1326,9842,1158,11012,0
202234,NH,33,9.285714286,12.28571429,198.2857143,-16.85714286,-20.85714286,5.285714286,132,0,1230666,982663,,274,36,2657,10,343491,1026,10074,1228,11320,0.101729
202235,NH,33,8,13,193,-15.42857143,-20.71428571,3.142857143,121,0,1233297,984408,,260.6666667,21.66666667,2662,5,344828,1337,11460,1122,12615,0
202236,NH,33,2.714285714,9.142857143,147.5714286,-22.14285714,-26.57142857,4.142857143,102,0,1233550,984548,,235.6666667,0.666666667,2671,9,346016,1188,9579,1075,10676,0.116144
202237,NH,33,2.142857143,9.142857143,139.2857143,-22.42857143,-18.14285714,2,101,3,1237971,987044,,256.6666667,17.66666667,2682,11,347214,1198,12226,1234,13492,0.257069
202238,NH,33,-0.428571429,7.714285714,103.7142857,-23.14285714,-18.14285714,3.142857143,97,2,1242134,989808,,265,26,2692,10,348903,1689,10354,1270,11645,0
202239,NH,33,2.714285714,8.285714286,128.7142857,-19.71428571,-17.42857143,2.571428571,125,0,1142193,938797,,260.3333333,21.33333333,2705,13,350358,1455,10078,1251,11355,0.420926
202240,NH,33,4.285714286,11,149.5714286,-11.28571429,-17.42857143,2.428571429,125,0,1242134,989808,,273.6666667,37.66666667,2709,4,351934,1576,9628,1333,10974,0
202241,NH,33,3.428571429,8.571428571,136.7142857,-12.57142857,-19.85714286,3.571428571,139,0,1242134,989808,,235,4,2715,6,353392,1458,8388,1284,9681,0.294695
202242,NH,33,,,,,,,161,1,1242134,989808,,,,2731,16,355439,2047,9018,1181,10211,0.634633
202243,NH,33,,,,,,,144,0,1242134,989808,,,,2745,14,356872,1433,4824,558,5386,0.377003
202001,NJ,34,,,,,,,,,,,,1628,72,,,,,,,,7.2033
202002,NJ,34,,,,,,,,,,,,1588,14,,,,,,,,6.7544
202003,NJ,34,,,,,,,,,,,,1490,0,,,,,,,,7.16405
202004,NJ,34,,,,,,,,,,,,1579,0,0,0,0,0,,,,7.74843
202005,NJ,34,,,,,,,,,,,,1517,0,0,0,0,0,,,,8.00663
202006,NJ,34,,,,,,,,,,,,1495,0,0,0,0,0,,,,7.8717
202007,NJ,34,3,-3,5,2,1,0,,,,,,1488,0,0,0,0,0,,,,6.62032
202008,NJ,34,4,-0.857142857,23.28571429,-0.571428571,-4.285714286,1.285714286,,,,,,1494,0,0,0,0,0,,,,6.14703
202009,NJ,34,2.857142857,0.571428571,22,1.857142857,2.428571429,-0.285714286,,,,,,1571,0,0,0,0,0,,,,5.20634
202010,NJ,34,5.714285714,5.714285714,29.28571429,1.428571429,2.857142857,-0.428571429,,,,,,1509,0,0,0,4,4,5,2,7,6.41756
202011,NJ,34,3.428571429,14.85714286,66.28571429,-9.571428571,-2.571428571,2.142857143,,,,,,1476,0,1,1,69,65,2,1,3,8.69234
202012,NJ,34,-27.57142857,4.142857143,35,-41.42857143,-32,15,,,,,,1587,46,22,21,1327,1258,36,29,65,13.0516
202013,NJ,34,-51.85714286,-26,-1.571428571,-63.57142857,-51.71428571,23.42857143,,,,,,2024.333333,491.3333333,192,170,11124,9797,72,75,157,16.1318
202014,NJ,34,-54.42857143,-17.14285714,-8.714285714,-66.28571429,-55.42857143,24.57142857,,,,,,3064.333333,1565.333333,1059,867,34124,23000,489,477,990,15.0992
202015,NJ,34,-60.42857143,-6.285714286,-1.857142857,-67.42857143,-58.57142857,25.42857143,,,,,,3982,2489,2854,1795,58151,24027,1079,1333,2425,12.1513
202016,NJ,34,-63,-28,-28.57142857,-69.42857143,-57.71428571,25.28571429,,,,,,3893.666667,2417.666667,5169,2315,81420,23269,1807,1201,3013,8.08356
202017,NJ,34,-59,-23.42857143,-16.42857143,-66.42857143,-53.85714286,23.85714286,,,,,,3293.333333,1826.333333,7274,2105,105498,24078,2352,1119,3472,5.2673
202018,NJ,34,-55.42857143,-20.85714286,-2.428571429,-64,-52.57142857,22.14285714,,,,,,2662,1203,9302,2028,123735,18237,35189,10721,46198,4.09246
202019,NJ,34,-49.57142857,-13.28571429,26.14285714,-61.14285714,-49.28571429,21.14285714,,,,,,2228.333333,781.3333333,10805,1503,137464,13729,56888,12069,69317,2.69263
202020,NJ,34,-46.14285714,-13.28571429,66,-57.42857143,-46.71428571,19.28571429,,,,,,2011.333333,578.3333333,12013,1208,145233,7769,68773,8757,77813,2.32399
202021,NJ,34,-43.42857143,-11.42857143,54.42857143,-56.42857143,-44.57142857,19,,,,,,1751.666667,336,12869,856,153383,8150,101567,6673,108559,1.62644
202022,NJ,34,-41.42857143,-10.14285714,106.2857143,-53.28571429,-45,17.85714286,,,,,,1614,216.6666667,13450,581,159922,6539,84073,4017,88316,1.22251
202023,NJ,34,-38.42857143,-5.714285714,97.14285714,-49.85714286,-38.28571429,16.14285714,,,,,,1481.666667,114,13945,495,164314,4392,126237,4903,131457,1.08167
202024,NJ,34,-34.14285714,-3.285714286,139.2857143,-46.71428571,-36.14285714,14.28571429,,,,,,1412.666667,59.33333333,14476,531,167141,2827,141657,4399,146337,0.992083
202025,NJ,34,-28.42857143,-1,134.2857143,-43.14285714,-35,13.14285714,,,,,,1358,13.33333333,14785,309,169522,2381,127906,3335,131490,1.05052
202026,NJ,34,-25.14285714,-1.142857143,138,-40,-34.85714286,11.85714286,,,,,,1397.333333,38,14948,307,171741,2219,145178,3598,149049,1.10434
202027,NJ,34,-20.71428571,2.428571429,149.2857143,-39,-38.57142857,11.57142857,,,,,,1372.666667,19.33333333,15189,241,174132,2391,125234,3219,128671,1.13842
202028,NJ,34,-24.42857143,-2.714285714,111.1428571,-38.42857143,-35.28571429,11.85714286,,,,,,1360.333333,10,15525,336,176332,2200,145149,3453,148834,1.1832
202029,NJ,34,-17.71428571,1.428571429,162.7142857,-36.85714286,-33.14285714,10.28571429,103,,,,,1303.666667,0,15699,174,178523,2191,139759,3430,143550,1.21134
202030,NJ,34,-19,-0.857142857,126.8571429,-38.57142857,-33.57142857,11.14285714,219,,,,,1348,0,15776,137,180881,2374,161360,3488,165149,1.13751
202031,NJ,34,-17.42857143,0.428571429,144.5714286,-36.71428571,-33.57142857,10.14285714,265,,,,,1371,5.333333333,15830,108,184358,3477,172962,3689,177023,1.4255
202032,NJ,34,-17.42857143,-0.428571429,116.8571429,-37.14285714,-35.28571429,10,103,,,,,1332,0,15869,69,187033,2675,170218,3454,173924,1.49644
202033,NJ,34,-16.57142857,-1.714285714,141.8571429,-35.42857143,-33.28571429,9.571428571,103,,,,,1293,0,15910,51,190332,3299,185093,3721,189539,1.45083
202034,NJ,34,-17.14285714,-3.142857143,131.2857143,-35.71428571,-34,9.714285714,183,,,,,1329,0,15943,33,192510,2178,190024,2947,193257,1.34956
202035,NJ,34,-17.28571429,-3.142857143,122.7142857,-36,-33.42857143,9.571428571,234,,,,,1324,0,15933,68,194782,2272,182386,3064,185686,1.2799
202036,NJ,34,-13.85714286,-0.285714286,141,-33.28571429,-33.14285714,8.428571429,226,,,,,1386.333333,0,15985,52,197531,2749,178650,3597,182430,1.19963
202037,NJ,34,-14.57142857,-2.714285714,140.2857143,-35.85714286,-37,9.714285714,202,,,,,1377.333333,0,16027,42,200464,2933,184009,3748,187971,1.351
202038,NJ,34,-15,-3,114.8571429,-35.57142857,-30.42857143,8.714285714,177,,,,,1366.333333,0,16064,37,203798,3334,198290,4123,202602,1.26945
202039,NJ,34,-15.28571429,-4,101.2857143,-36.85714286,-30,9,185,,,,,1384.666667,0,16103,39,207854,4056,189620,4771,194574,1.22692
202040,NJ,34,-16,-3.428571429,84.42857143,-36.42857143,-29.85714286,9.142857143,270,,,,,1318.666667,0,16135,50,213239,5385,188182,6271,194746,1.45455
202041,NJ,34,-16.57142857,-2.714285714,93.57142857,-34.57142857,-29.57142857,8.714285714,411,,,,,1383,0,16171,36,219274,6035,252391,7336,260063,1.59866
202042,NJ,34,-19.71428571,-6,53.57142857,-37,-30.57142857,10.28571429,488,0,,,,1321.666667,0,16204,33,226378,7104,244293,8670,253258,1.65582
202043,NJ,34,-17.42857143,-4.142857143,78,-34.57142857,-28.42857143,9.142857143,633,2,,,,1446,10,16281,77,236829,10451,255637,11471,267433,1.79331
202044,NJ,34,-20.14285714,-5.285714286,25.85714286,-38.85714286,-29.57142857,10.71428571,749,9,,,,1406.666667,0,16350,69,250090,13261,258603,15014,274061,1.86805
202045,NJ,34,-18.71428571,-5.571428571,48.71428571,-39.42857143,-31.42857143,10.71428571,1030,2,,,,1536.333333,69.33333333,16425,75,268738,18648,268885,21784,291206,2.53701
202046,NJ,34,-20.28571429,-6.714285714,41.85714286,-40,-30.28571429,11.28571429,1664,3,,,,1571.666667,100.6666667,16548,123,295230,26492,291819,30906,323277,2.80562
202047,NJ,34,-21.85714286,-5.428571429,20.71428571,-40.71428571,-30.14285714,11.57142857,2235,12,,,,1600.666667,121.3333333,16746,198,326964,31734,352301,37514,390573,3.02809
202048,NJ,34,-24.42857143,-5.142857143,17.14285714,-44.42857143,-41.42857143,14.42857143,2450,3,,,,1593,120.6666667,16965,219,358855,31891,306050,35058,342069,3.414
202049,NJ,34,-24.14285714,-9.285714286,-3.142857143,-43.42857143,-32.42857143,13.14285714,2842,14,,,,1752.666667,252,17306,341,396519,37664,320091,41690,362613,3.31967
202050,NJ,34,-22.57142857,-6.714285714,2.428571429,-44,-31.42857143,12.57142857,3134,10,,,,1861.666667,316.6666667,17732,426,435771,39252,293561,36575,330793,2.82342
202051,NJ,34,-25.28571429,-7.714285714,-9.285714286,-46,-35.71428571,15.14285714,2894,16,0,0,,1917,346,18173,441,471084,35313,302357,37862,341099,2.67231
202052,NJ,34,-21.71428571,-1.142857143,-16.42857143,-44.28571429,-43.14285714,14.71428571,2898,9,0,0,,1878.333333,309.3333333,18613,440,506724,35640,270211,31954,302947,2.73098
202053,NJ,34,-22.71428571,-8.714285714,0.714285714,-46.42857143,-44.85714286,16.14285714,2880,17,0,0,,1999.333333,396,19187,574,541202,34478,266719,38233,305843,2.51867
202101,NJ,34,-29,-11.42857143,-17,-46.71428571,-33.28571429,14.14285714,3003,14,0,0,,1872.333333,283.3333333,19854,667,579250,38048,311443,42606,354882,2.65598
202102,NJ,34,-28.28571429,-11.71428571,-3.428571429,-47,-32.71428571,13.42857143,2989,6,0,0,,1962,350.6666667,20414,560,622089,42839,363618,42630,407270,2.28953
202103,NJ,34,-27.85714286,-13.28571429,-7.142857143,-48.42857143,-34.28571429,13.57142857,2676,14,0,0,,1800,231.3333333,20934,520,657536,35447,341004,39761,381620,2.43429
202104,NJ,34,-30.71428571,-15.28571429,-22.42857143,-50,-32.85714286,13.85714286,2396,11,0,0,,1832.666667,239.3333333,21455,521,692543,35007,345635,36024,382355,2.39404
202105,NJ,34,-39.28571429,-18.71428571,-30.71428571,-55.28571429,-41.42857143,18.28571429,2319,9,0,0,,1875.333333,255.3333333,21964,509,717835,25292,272327,27930,300835,2.18519
202106,NJ,34,-31.85714286,-14.28571429,-33.28571429,-49.28571429,-34.42857143,14.28571429,1867,14,0,0,,1741,141.3333333,22440,476,743819,25984,314313,26919,341771,1.81818
